종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A049480,오픈베이스,20230216,-328695,320769,-2475,803,0,-4551,0,0,0,13856,-3455,1273
A049480,오픈베이스,20230221,551974,-550840,-6047,-2339,0,0,0,0,0,-2037,6950,-3708
A049480,오픈베이스,20230220,443430,-436943,-6047,-2339,0,0,0,0,0,-6589,6149,-3708
A049480,오픈베이스,20230223,-47408,55191,0,0,0,0,0,0,0,-4930,-2853,0
A049480,오픈베이스,20230222,-38539,55238,0,0,0,0,0,0,0,-12596,-4103,0
A049480,오픈베이스,20230224,53654,3513,-5781,806,0,-6587,0,0,0,-12925,-38461,0
A049480,오픈베이스,20230227,76767,-79707,-806,-806,0,0,0,0,0,1932,1814,0
A049480,오픈베이스,20230228,-19055,-9719,0,0,0,0,0,0,0,28869,-95,0
A049480,오픈베이스,20230303,-10980,20915,0,0,0,0,0,0,0,-7093,-2842,0
A049480,오픈베이스,20230302,62266,-51683,0,0,0,0,0,0,0,-7095,-3488,0
A049480,오픈베이스,20230307,-429232,437628,0,0,0,0,0,0,0,-6511,-1885,0
A049480,오픈베이스,20230306,-141680,139159,0,0,0,0,0,0,0,2199,322,0
A049480,오픈베이스,20230309,-251062,245879,0,0,0,0,0,0,0,5761,-578,0
A049480,오픈베이스,20230308,-215509,209244,0,0,0,0,0,0,0,5556,709,0
A049480,오픈베이스,20230310,-55994,46937,3152,1219,0,0,0,0,0,8005,-2100,1933
A049480,오픈베이스,20230313,240628,-245002,0,0,0,0,0,0,0,4819,-445,0
A049480,오픈베이스,20230315,-188275,176916,4847,2803,0,0,0,0,0,4695,1817,2044
A049480,오픈베이스,20230314,-31775,27882,3334,1290,0,0,0,0,0,1386,-827,2044
A049480,오픈베이스,20230317,-55122,62212,251,-4022,0,8250,0,0,0,-9510,2169,-3977
A049480,오픈베이스,20230316,375887,-362598,-7999,-4022,0,0,0,0,0,-9707,4417,-3977
A049480,오픈베이스,20230321,65521,-56718,-6452,0,0,-6452,0,0,0,-866,-1485,0
A049480,오픈베이스,20230320,-27400,35623,-5812,0,0,-5812,0,0,0,86,-2497,0
A049480,오픈베이스,20230323,2123,8436,0,0,0,0,0,0,0,-10703,144,0
A049480,오픈베이스,20230322,-17309,26681,0,0,0,0,0,0,0,-9702,330,0
A049480,오픈베이스,20230324,-216736,204789,0,0,0,0,0,0,0,11581,366,0
A049480,오픈베이스,20230327,128611,-131316,0,0,0,0,0,0,0,1971,734,0
A049480,오픈베이스,20230329,-101478,114996,0,0,0,0,0,0,0,-12132,-1386,0
A049480,오픈베이스,20230328,-138802,152213,0,0,0,0,0,0,0,-12192,-1219,0
A049480,오픈베이스,20230331,188004,-194186,-254,1544,0,-1798,0,0,0,5003,1433,0
A049480,오픈베이스,20230330,-34882,27157,0,0,0,0,0,0,0,4993,2732,0
A049480,오픈베이스,20230404,-414670,395393,18142,-1,0,0,0,0,0,6,1129,18143
A049480,오픈베이스,20230403,-240911,239097,-1,-1,0,0,0,0,0,9,1806,0
A049480,오픈베이스,20230406,108189,-131232,26668,0,0,0,0,0,0,-3795,170,26668
A049480,오픈베이스,20230405,-65436,43005,26668,0,0,0,0,0,0,-3800,-437,26668
A049480,오픈베이스,20230407,88095,-88017,0,0,0,0,0,0,0,3,-81,0
A049480,오픈베이스,20230410,112883,-122939,2258,2258,0,0,0,0,0,6643,1155,0
A049480,오픈베이스,20230412,-20275,27260,0,0,0,0,0,0,0,-7509,524,0
A049480,오픈베이스,20230411,-1192,8422,0,0,0,0,0,0,0,-7536,306,0
A049480,오픈베이스,20230414,-46102,48128,0,0,0,0,0,0,0,611,-2637,0
A049480,오픈베이스,20230413,9833,-9974,0,0,0,0,0,0,0,27,114,0
A049480,오픈베이스,20230418,135041,-112569,0,0,0,0,0,0,0,-23210,738,0
A049480,오픈베이스,20230417,-62542,66138,0,0,0,0,0,0,0,-3918,322,0
A049480,오픈베이스,20230420,52505,-54355,0,0,0,0,0,0,0,12,1838,0
A049480,오픈베이스,20230419,-190081,190211,0,0,0,0,0,0,0,3,-133,0
A049480,오픈베이스,20230421,171704,-172095,0,0,0,0,0,0,0,169,222,0
A049480,오픈베이스,20230424,-30027,29854,0,0,0,0,0,0,0,120,53,0
A049480,오픈베이스,20230426,-195643,195459,0,0,0,0,0,0,0,40,144,0
A049480,오픈베이스,20230425,-35892,36254,0,0,0,0,0,0,0,20,-382,0
A049480,오픈베이스,20230428,9696,-126,0,0,0,0,0,0,0,-9980,410,0
A049480,오픈베이스,20230427,-16188,16203,0,0,0,0,0,0,0,9,-24,0
A049480,오픈베이스,20230502,-125069,124400,0,0,0,0,0,0,0,18,651,0
A049480,오픈베이스,20230504,91002,-91566,0,0,0,0,0,0,0,30,534,0
A049480,오픈베이스,20230503,-13483,12948,0,0,0,0,0,0,0,10,525,0
A049480,오픈베이스,20230508,-83976,88908,-3803,-3803,0,0,0,0,0,10,-1139,0
A049480,오픈베이스,20230510,5434,-4805,0,0,0,0,0,0,0,1009,-1638,0
A049480,오픈베이스,20230509,24028,-23118,0,0,0,0,0,0,0,9,-919,0
A049480,오픈베이스,20230512,43217,-46037,0,0,0,0,0,0,0,2104,716,0
A049480,오픈베이스,20230511,-7682,5363,0,0,0,0,0,0,0,2004,315,0
A049480,오픈베이스,20230516,-97608,97304,0,0,0,0,0,0,0,4,300,0
A049480,오픈베이스,20230515,-60340,60438,0,0,0,0,0,0,0,2,-100,0
A049480,오픈베이스,20230518,-179674,223206,-44811,0,0,0,0,0,0,-4,1283,-44811
A049480,오픈베이스,20230517,-130649,129366,0,0,0,0,0,0,0,0,1283,0
A049480,오픈베이스,20230519,-25292,17828,0,0,0,0,0,0,0,7065,399,0
A049480,오픈베이스,20230522,15918,-16949,0,0,0,0,0,0,0,1396,-365,0
A049480,오픈베이스,20230524,98439,-89558,0,0,0,0,0,0,0,-3533,-5348,0
A049480,오픈베이스,20230523,37497,-29446,0,0,0,0,0,0,0,-3532,-4519,0
A049480,오픈베이스,20230526,77644,-75812,0,0,0,0,0,0,0,-1233,-599,0
A049480,오픈베이스,20230525,31005,-29120,0,0,0,0,0,0,0,-1233,-652,0
A049480,오픈베이스,20230530,-67149,29486,0,0,0,0,0,0,0,33335,4328,0
A049480,오픈베이스,20230601,-3601,2312,0,0,0,0,0,0,0,2787,-1498,0
A049480,오픈베이스,20230531,557,-1747,0,0,0,0,0,0,0,2788,-1598,0
A049480,오픈베이스,20230602,-26038,62473,0,0,0,0,0,0,0,-36434,-1,0
A049480,오픈베이스,20230605,-94035,93839,0,0,0,0,0,0,0,0,196,0
A049480,오픈베이스,20230607,-30863,30730,0,0,0,0,0,0,0,0,133,0
A049480,오픈베이스,20230609,13962,-14605,0,0,0,0,0,0,0,101,542,0
A049480,오픈베이스,20230608,33916,-34126,0,0,0,0,0,0,0,101,109,0
A049480,오픈베이스,20230613,-15268,21341,0,0,0,0,0,0,0,-6065,-8,0
A049480,오픈베이스,20230612,11652,-11708,0,0,0,0,0,0,0,0,56,0
A049480,오픈베이스,20230615,23386,-77578,0,0,0,0,0,0,0,58625,-4433,0
A049480,오픈베이스,20230614,62345,-116316,0,0,0,0,0,0,0,58625,-4654,0
A049480,오픈베이스,20230616,-12362,12402,-16,14,0,-30,0,0,0,0,-24,0
A049480,오픈베이스,20230619,6026,-5942,3,3,0,0,0,0,0,0,-87,0
A049480,오픈베이스,20230621,43163,-42964,0,0,0,0,0,0,0,-300,101,0
A049480,오픈베이스,20230620,2429,-2506,0,0,0,0,0,0,0,0,77,0
A049480,오픈베이스,20230623,-3040,2996,0,0,0,0,0,0,0,0,44,0
A049480,오픈베이스,20230622,21003,-21021,0,0,0,0,0,0,0,0,18,0
