¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ,ø‹±π¿Œ,±‚∞¸∞Ë,±›¿∂≈ı¿⁄,∫∏«Ë,≈ıΩ≈,¿∫«‡,±‚≈∏±›¿∂,ø¨±‚±›,±‚≈∏π˝¿Œ,±‚≈∏ø‹¿Œ,ªÁ∏∆›µÂ
A239340,¡‹¿Œ≈Õ≥›,20230607,104687,-107693,-201,-201,0,0,0,0,0,270,2937,0
A239340,¡‹¿Œ≈Õ≥›,20230609,-33682,33071,0,0,0,0,0,0,0,601,10,0
A239340,¡‹¿Œ≈Õ≥›,20230608,-12430,11819,0,0,0,0,0,0,0,601,10,0
A239340,¡‹¿Œ≈Õ≥›,20230613,4820,-1773,0,0,0,0,0,0,0,-112,-2935,0
A239340,¡‹¿Œ≈Õ≥›,20230612,11303,-8256,0,0,0,0,0,0,0,-112,-2935,0
A239340,¡‹¿Œ≈Õ≥›,20230615,46689,-46889,0,0,0,0,0,0,0,200,0,0
A239340,¡‹¿Œ≈Õ≥›,20230614,50118,-50118,0,0,0,0,0,0,0,0,0,0
A239340,¡‹¿Œ≈Õ≥›,20230616,-16173,15173,0,0,0,0,0,0,0,1000,0,0
A239340,¡‹¿Œ≈Õ≥›,20230619,-3191,3027,0,0,0,0,0,0,0,0,164,0
A239340,¡‹¿Œ≈Õ≥›,20230621,31083,-31111,0,0,0,0,0,0,0,0,28,0
A239340,¡‹¿Œ≈Õ≥›,20230620,14664,-14692,0,0,0,0,0,0,0,0,28,0
A239340,¡‹¿Œ≈Õ≥›,20230623,11128,-11128,0,0,0,0,0,0,0,0,0,0
A239340,¡‹¿Œ≈Õ≥›,20230622,2536,-2536,0,0,0,0,0,0,0,0,0,0
